FPS, Characters, Tasselation, Blade Width, Blade Heigth, Wind Strength
61,70,7,0.05,2,0.2
28,70,7,0.05,2,0.2
104,70,7,0.05,2,0.2
110,70,7,0.05,2,0.2
123,70,7,0.05,2,0.2
52,70,7,0.05,2,0.2
59,70,7,0.05,2,0.2
51,70,7,0.05,2,0.2
86,70,7,0.05,2,0.2
77,70,7,0.05,2,0.2
61,70,7,0.05,2,0.2
31,70,7,0.05,2,0.2
67,70,7,0.05,2,0.2
61,70,7,0.05,2,0.2
108,70,7,0.05,2,0.2
80,70,7,0.05,2,0.2
70,70,7,0.05,2,0.2
67,70,7,0.05,2,0.2
63,70,7,0.05,2,0.2
60,70,7,0.05,2,0.2
58,70,7,0.05,2,0.2
33,70,7,0.05,2,0.2
121,70,7,0.05,2,0.2
88,70,7,0.05,2,0.2
70,70,7,0.05,2,0.2
66,70,7,0.05,2,0.2
60,70,7,0.05,2,0.2
63,70,7,0.05,2,0.2
60,70,7,0.05,2,0.2
65,70,7,0.05,2,0.2
57,70,7,0.05,2,0.2
34,70,7,0.05,2,0.2
58,70,7,0.05,2,0.2
119,70,7,0.05,2,0.2
103,70,7,0.05,2,0.2
64,70,7,0.05,2,0.2
59,70,7,0.05,2,0.2
67,70,7,0.05,2,0.2
62,70,7,0.05,2,0.2
64,70,7,0.05,2,0.2
61,70,7,0.05,2,0.2
32,70,7,0.05,2,0.2
105,70,7,0.05,2,0.2
92,70,7,0.05,2,0.2
76,70,7,0.05,2,0.2
59,70,7,0.05,2,0.2
47,70,7,0.05,2,0.2
71,70,7,0.05,2,0.2
84,70,7,0.05,2,0.2
60,70,7,0.05,2,0.2
63,70,7,0.05,2,0.2
32,70,7,0.05,2,0.2
120,70,7,0.05,2,0.2
79,70,7,0.05,2,0.2
75,70,7,0.05,2,0.2
64,70,7,0.05,2,0.2
62,70,7,0.05,2,0.2
59,70,7,0.05,2,0.2
69,70,7,0.05,2,0.2
59,70,7,0.05,2,0.2
62,70,7,0.05,2,0.2
23,70,7,0.05,2,0.2
98,70,7,0.05,2,0.2
