FPS, Characters, Tasselation, Blade Width, Blade Heigth, Wind Strength
34,70,15,0.05,0.5,0.2
7,70,15,0.05,0.5,0.2
25,70,15,0.05,0.5,0.2
16,70,15,0.05,0.5,0.2
29,70,15,0.05,0.5,0.2
17,70,15,0.05,0.5,0.2
14,70,15,0.05,0.5,0.2
19,70,15,0.05,0.5,0.2
32,70,15,0.05,0.5,0.2
10,70,15,0.05,0.5,0.2
18,70,15,0.05,0.5,0.2
32,70,15,0.05,0.5,0.2
11,70,15,0.05,0.5,0.2
16,70,15,0.05,0.5,0.2
33,70,15,0.05,0.5,0.2
11,70,15,0.05,0.5,0.2
16,70,15,0.05,0.5,0.2
32,70,15,0.05,0.5,0.2
11,70,15,0.05,0.5,0.2
16,70,15,0.05,0.5,0.2
32,70,15,0.05,0.5,0.2
11,70,15,0.05,0.5,0.2
16,70,15,0.05,0.5,0.2
33,70,15,0.05,0.5,0.2
11,70,15,0.05,0.5,0.2
16,70,15,0.05,0.5,0.2
32,70,15,0.05,0.5,0.2
11,70,15,0.05,0.5,0.2
16,70,15,0.05,0.5,0.2
16,70,15,0.05,0.5,0.2
16,70,15,0.05,0.5,0.2
33,70,15,0.05,0.5,0.2
10,70,15,0.05,0.5,0.2
16,70,15,0.05,0.5,0.2
8,70,15,0.05,0.5,0.2
87,70,15,0.05,0.5,0.2
45,70,15,0.05,0.5,0.2
9,70,15,0.05,0.5,0.2
19,70,15,0.05,0.5,0.2
16,70,15,0.05,0.5,0.2
16,70,15,0.05,0.5,0.2
33,70,15,0.05,0.5,0.2
10,70,15,0.05,0.5,0.2
16,70,15,0.05,0.5,0.2
8,70,15,0.05,0.5,0.2
107,70,15,0.05,0.5,0.2
40,70,15,0.05,0.5,0.2
10,70,15,0.05,0.5,0.2
15,70,15,0.05,0.5,0.2
8,70,15,0.05,0.5,0.2
85,70,15,0.05,0.5,0.2
44,70,15,0.05,0.5,0.2
10,70,15,0.05,0.5,0.2
15,70,15,0.05,0.5,0.2
11,70,15,0.05,0.5,0.2
29,70,15,0.05,0.5,0.2
37,70,15,0.05,0.5,0.2
11,70,15,0.05,0.5,0.2
16,70,15,0.05,0.5,0.2
33,70,15,0.05,0.5,0.2
9,70,15,0.05,0.5,0.2
20,70,15,0.05,0.5,0.2
8,70,15,0.05,0.5,0.2
87,70,15,0.05,0.5,0.2
44,70,15,0.05,0.5,0.2
10,70,15,0.05,0.5,0.2
16,70,15,0.05,0.5,0.2
16,70,15,0.05,0.5,0.2
16,70,15,0.05,0.5,0.2
33,70,15,0.05,0.5,0.2
10,70,15,0.05,0.5,0.2
17,70,15,0.05,0.5,0.2
16,70,15,0.05,0.5,0.2
16,70,15,0.05,0.5,0.2
33,70,15,0.05,0.5,0.2
10,70,15,0.05,0.5,0.2
16,70,15,0.05,0.5,0.2
16,70,15,0.05,0.5,0.2
16,70,15,0.05,0.5,0.2
33,70,15,0.05,0.5,0.2
10,70,15,0.05,0.5,0.2
16,70,15,0.05,0.5,0.2
