FPS, Characters, Tasselation, Blade Width, Blade Heigth, Wind Strength
57,70,10,0.05,0.5,0.2
22,70,10,0.05,0.5,0.2
18,70,10,0.05,0.5,0.2
32,70,10,0.05,0.5,0.2
27,70,10,0.05,0.5,0.2
56,70,10,0.05,0.5,0.2
61,70,10,0.05,0.5,0.2
14,70,10,0.05,0.5,0.2
48,70,10,0.05,0.5,0.2
67,70,10,0.05,0.5,0.2
29,70,10,0.05,0.5,0.2
30,70,10,0.05,0.5,0.2
20,70,10,0.05,0.5,0.2
26,70,10,0.05,0.5,0.2
77,70,10,0.05,0.5,0.2
29,70,10,0.05,0.5,0.2
29,70,10,0.05,0.5,0.2
19,70,10,0.05,0.5,0.2
29,70,10,0.05,0.5,0.2
59,70,10,0.05,0.5,0.2
29,70,10,0.05,0.5,0.2
29,70,10,0.05,0.5,0.2
19,70,10,0.05,0.5,0.2
29,70,10,0.05,0.5,0.2
58,70,10,0.05,0.5,0.2
29,70,10,0.05,0.5,0.2
29,70,10,0.05,0.5,0.2
20,70,10,0.05,0.5,0.2
29,70,10,0.05,0.5,0.2
57,70,10,0.05,0.5,0.2
29,70,10,0.05,0.5,0.2
30,70,10,0.05,0.5,0.2
20,70,10,0.05,0.5,0.2
29,70,10,0.05,0.5,0.2
58,70,10,0.05,0.5,0.2
28,70,10,0.05,0.5,0.2
30,70,10,0.05,0.5,0.2
15,70,10,0.05,0.5,0.2
48,70,10,0.05,0.5,0.2
68,70,10,0.05,0.5,0.2
29,70,10,0.05,0.5,0.2
28,70,10,0.05,0.5,0.2
19,70,10,0.05,0.5,0.2
29,70,10,0.05,0.5,0.2
57,70,10,0.05,0.5,0.2
29,70,10,0.05,0.5,0.2
29,70,10,0.05,0.5,0.2
19,70,10,0.05,0.5,0.2
29,70,10,0.05,0.5,0.2
62,70,10,0.05,0.5,0.2
29,70,10,0.05,0.5,0.2
29,70,10,0.05,0.5,0.2
20,70,10,0.05,0.5,0.2
29,70,10,0.05,0.5,0.2
58,70,10,0.05,0.5,0.2
28,70,10,0.05,0.5,0.2
30,70,10,0.05,0.5,0.2
19,70,10,0.05,0.5,0.2
29,70,10,0.05,0.5,0.2
56,70,10,0.05,0.5,0.2
29,70,10,0.05,0.5,0.2
29,70,10,0.05,0.5,0.2
18,70,10,0.05,0.5,0.2
32,70,10,0.05,0.5,0.2
61,70,10,0.05,0.5,0.2
29,70,10,0.05,0.5,0.2
29,70,10,0.05,0.5,0.2
14,70,10,0.05,0.5,0.2
47,70,10,0.05,0.5,0.2
69,70,10,0.05,0.5,0.2
28,70,10,0.05,0.5,0.2
29,70,10,0.05,0.5,0.2
20,70,10,0.05,0.5,0.2
29,70,10,0.05,0.5,0.2
58,70,10,0.05,0.5,0.2
29,70,10,0.05,0.5,0.2
29,70,10,0.05,0.5,0.2
19,70,10,0.05,0.5,0.2
31,70,10,0.05,0.5,0.2
53,70,10,0.05,0.5,0.2
30,70,10,0.05,0.5,0.2
29,70,10,0.05,0.5,0.2
19,70,10,0.05,0.5,0.2
29,70,10,0.05,0.5,0.2
57,70,10,0.05,0.5,0.2
28,70,10,0.05,0.5,0.2
27,70,10,0.05,0.5,0.2
21,70,10,0.05,0.5,0.2
29,70,10,0.05,0.5,0.2
57,70,10,0.05,0.5,0.2
28,70,10,0.05,0.5,0.2
30,70,10,0.05,0.5,0.2
19,70,10,0.05,0.5,0.2
29,70,10,0.05,0.5,0.2
57,70,10,0.05,0.5,0.2
28,70,10,0.05,0.5,0.2
29,70,10,0.05,0.5,0.2
20,70,10,0.05,0.5,0.2
29,70,10,0.05,0.5,0.2
56,70,10,0.05,0.5,0.2
29,70,10,0.05,0.5,0.2
29,70,10,0.05,0.5,0.2
20,70,10,0.05,0.5,0.2
29,70,10,0.05,0.5,0.2
59,70,10,0.05,0.5,0.2
28,70,10,0.05,0.5,0.2
29,70,10,0.05,0.5,0.2
20,70,10,0.05,0.5,0.2
29,70,10,0.05,0.5,0.2
57,70,10,0.05,0.5,0.2
29,70,10,0.05,0.5,0.2
29,70,10,0.05,0.5,0.2
19,70,10,0.05,0.5,0.2
29,70,10,0.05,0.5,0.2
57,70,10,0.05,0.5,0.2
28,70,10,0.05,0.5,0.2
29,70,10,0.05,0.5,0.2
19,70,10,0.05,0.5,0.2
29,70,10,0.05,0.5,0.2
57,70,10,0.05,0.5,0.2
29,70,10,0.05,0.5,0.2
29,70,10,0.05,0.5,0.2
19,70,10,0.05,0.5,0.2
29,70,10,0.05,0.5,0.2
58,70,10,0.05,0.5,0.2
28,70,10,0.05,0.5,0.2
29,70,10,0.05,0.5,0.2
15,70,10,0.05,0.5,0.2
46,70,10,0.05,0.5,0.2
73,70,10,0.05,0.5,0.2
28,70,10,0.05,0.5,0.2
29,70,10,0.05,0.5,0.2
19,70,10,0.05,0.5,0.2
29,70,10,0.05,0.5,0.2
56,70,10,0.05,0.5,0.2
28,70,10,0.05,0.5,0.2
29,70,10,0.05,0.5,0.2
19,70,10,0.05,0.5,0.2
28,70,10,0.05,0.5,0.2
65,70,10,0.05,0.5,0.2
28,70,10,0.05,0.5,0.2
28,70,10,0.05,0.5,0.2
20,70,10,0.05,0.5,0.2
29,70,10,0.05,0.5,0.2
59,70,10,0.05,0.5,0.2
28,70,10,0.05,0.5,0.2
29,70,10,0.05,0.5,0.2
19,70,10,0.05,0.5,0.2
