FPS, Characters, Tasselation, Blade Width, Blade Heigth, Wind Strength
67,70,7,0.05,0.5,0.7
32,70,7,0.05,0.5,0.7
109,70,7,0.05,0.5,0.7
124,70,7,0.05,0.5,0.7
114,70,7,0.05,0.5,0.7
63,70,7,0.05,0.5,0.7
43,70,7,0.05,0.5,0.7
53,70,7,0.05,0.5,0.7
96,70,7,0.05,0.5,0.7
68,70,7,0.05,0.5,0.7
75,70,7,0.05,0.5,0.7
30,70,7,0.05,0.5,0.7
106,70,7,0.05,0.5,0.7
112,70,7,0.05,0.5,0.7
118,70,7,0.05,0.5,0.7
76,70,7,0.05,0.5,0.7
66,70,7,0.05,0.5,0.7
55,70,7,0.05,0.5,0.7
87,70,7,0.05,0.5,0.7
73,70,7,0.05,0.5,0.7
68,70,7,0.05,0.5,0.7
71,70,7,0.05,0.5,0.7
34,70,7,0.05,0.5,0.7
97,70,7,0.05,0.5,0.7
119,70,7,0.05,0.5,0.7
90,70,7,0.05,0.5,0.7
73,70,7,0.05,0.5,0.7
66,70,7,0.05,0.5,0.7
70,70,7,0.05,0.5,0.7
67,70,7,0.05,0.5,0.7
72,70,7,0.05,0.5,0.7
46,70,7,0.05,0.5,0.7
37,70,7,0.05,0.5,0.7
116,70,7,0.05,0.5,0.7
112,70,7,0.05,0.5,0.7
129,70,7,0.05,0.5,0.7
73,70,7,0.05,0.5,0.7
73,70,7,0.05,0.5,0.7
70,70,7,0.05,0.5,0.7
67,70,7,0.05,0.5,0.7
69,70,7,0.05,0.5,0.7
67,70,7,0.05,0.5,0.7
73,70,7,0.05,0.5,0.7
34,70,7,0.05,0.5,0.7
121,70,7,0.05,0.5,0.7
98,70,7,0.05,0.5,0.7
88,70,7,0.05,0.5,0.7
68,70,7,0.05,0.5,0.7
47,70,7,0.05,0.5,0.7
64,70,7,0.05,0.5,0.7
86,70,7,0.05,0.5,0.7
105,70,7,0.05,0.5,0.7
72,70,7,0.05,0.5,0.7
69,70,7,0.05,0.5,0.7
34,70,7,0.05,0.5,0.7
113,70,7,0.05,0.5,0.7
111,70,7,0.05,0.5,0.7
83,70,7,0.05,0.5,0.7
70,70,7,0.05,0.5,0.7
70,70,7,0.05,0.5,0.7
72,70,7,0.05,0.5,0.7
70,70,7,0.05,0.5,0.7
69,70,7,0.05,0.5,0.7
70,70,7,0.05,0.5,0.7
66,70,7,0.05,0.5,0.7
34,70,7,0.05,0.5,0.7
106,70,7,0.05,0.5,0.7
112,70,7,0.05,0.5,0.7
88,70,7,0.05,0.5,0.7
66,70,7,0.05,0.5,0.7
71,70,7,0.05,0.5,0.7
71,70,7,0.05,0.5,0.7
68,70,7,0.05,0.5,0.7
67,70,7,0.05,0.5,0.7
72,70,7,0.05,0.5,0.7
69,70,7,0.05,0.5,0.7
35,70,7,0.05,0.5,0.7
114,70,7,0.05,0.5,0.7
99,70,7,0.05,0.5,0.7
92,70,7,0.05,0.5,0.7
65,70,7,0.05,0.5,0.7
