FPS, Characters, Tasselation, Blade Width, Blade Heigth, Wind Strength
17,80,10,0.05,0.5,0.2
32,80,10,0.05,0.5,0.2
24,80,10,0.05,0.5,0.2
25,80,10,0.05,0.5,0.2
24,80,10,0.05,0.5,0.2
27,80,10,0.05,0.5,0.2
24,80,10,0.05,0.5,0.2
17,80,10,0.05,0.5,0.2
36,80,10,0.05,0.5,0.2
30,80,10,0.05,0.5,0.2
50,80,10,0.05,0.5,0.2
25,80,10,0.05,0.5,0.2
14,80,10,0.05,0.5,0.2
34,80,10,0.05,0.5,0.2
52,80,10,0.05,0.5,0.2
24,80,10,0.05,0.5,0.2
17,80,10,0.05,0.5,0.2
25,80,10,0.05,0.5,0.2
50,80,10,0.05,0.5,0.2
26,80,10,0.05,0.5,0.2
16,80,10,0.05,0.5,0.2
26,80,10,0.05,0.5,0.2
49,80,10,0.05,0.5,0.2
25,80,10,0.05,0.5,0.2
17,80,10,0.05,0.5,0.2
25,80,10,0.05,0.5,0.2
33,80,10,0.05,0.5,0.2
34,80,10,0.05,0.5,0.2
17,80,10,0.05,0.5,0.2
25,80,10,0.05,0.5,0.2
50,80,10,0.05,0.5,0.2
25,80,10,0.05,0.5,0.2
17,80,10,0.05,0.5,0.2
25,80,10,0.05,0.5,0.2
49,80,10,0.05,0.5,0.2
25,80,10,0.05,0.5,0.2
17,80,10,0.05,0.5,0.2
25,80,10,0.05,0.5,0.2
48,80,10,0.05,0.5,0.2
26,80,10,0.05,0.5,0.2
15,80,10,0.05,0.5,0.2
30,80,10,0.05,0.5,0.2
49,80,10,0.05,0.5,0.2
26,80,10,0.05,0.5,0.2
17,80,10,0.05,0.5,0.2
25,80,10,0.05,0.5,0.2
50,80,10,0.05,0.5,0.2
24,80,10,0.05,0.5,0.2
17,80,10,0.05,0.5,0.2
22,80,10,0.05,0.5,0.2
66,80,10,0.05,0.5,0.2
25,80,10,0.05,0.5,0.2
17,80,10,0.05,0.5,0.2
25,80,10,0.05,0.5,0.2
49,80,10,0.05,0.5,0.2
25,80,10,0.05,0.5,0.2
14,80,10,0.05,0.5,0.2
33,80,10,0.05,0.5,0.2
53,80,10,0.05,0.5,0.2
26,80,10,0.05,0.5,0.2
17,80,10,0.05,0.5,0.2
25,80,10,0.05,0.5,0.2
35,80,10,0.05,0.5,0.2
33,80,10,0.05,0.5,0.2
17,80,10,0.05,0.5,0.2
25,80,10,0.05,0.5,0.2
48,80,10,0.05,0.5,0.2
25,80,10,0.05,0.5,0.2
17,80,10,0.05,0.5,0.2
25,80,10,0.05,0.5,0.2
49,80,10,0.05,0.5,0.2
25,80,10,0.05,0.5,0.2
17,80,10,0.05,0.5,0.2
25,80,10,0.05,0.5,0.2
50,80,10,0.05,0.5,0.2
25,80,10,0.05,0.5,0.2
17,80,10,0.05,0.5,0.2
25,80,10,0.05,0.5,0.2
49,80,10,0.05,0.5,0.2
26,80,10,0.05,0.5,0.2
17,80,10,0.05,0.5,0.2
25,80,10,0.05,0.5,0.2
50,80,10,0.05,0.5,0.2
25,80,10,0.05,0.5,0.2
16,80,10,0.05,0.5,0.2
25,80,10,0.05,0.5,0.2
53,80,10,0.05,0.5,0.2
25,80,10,0.05,0.5,0.2
17,80,10,0.05,0.5,0.2
25,80,10,0.05,0.5,0.2
51,80,10,0.05,0.5,0.2
25,80,10,0.05,0.5,0.2
17,80,10,0.05,0.5,0.2
25,80,10,0.05,0.5,0.2
47,80,10,0.05,0.5,0.2
25,80,10,0.05,0.5,0.2
15,80,10,0.05,0.5,0.2
31,80,10,0.05,0.5,0.2
51,80,10,0.05,0.5,0.2
25,80,10,0.05,0.5,0.2
17,80,10,0.05,0.5,0.2
19,80,10,0.05,0.5,0.2
56,80,10,0.05,0.5,0.2
32,80,10,0.05,0.5,0.2
16,80,10,0.05,0.5,0.2
25,80,10,0.05,0.5,0.2
50,80,10,0.05,0.5,0.2
25,80,10,0.05,0.5,0.2
17,80,10,0.05,0.5,0.2
25,80,10,0.05,0.5,0.2
50,80,10,0.05,0.5,0.2
26,80,10,0.05,0.5,0.2
14,80,10,0.05,0.5,0.2
34,80,10,0.05,0.5,0.2
50,80,10,0.05,0.5,0.2
23,80,10,0.05,0.5,0.2
16,80,10,0.05,0.5,0.2
28,80,10,0.05,0.5,0.2
51,80,10,0.05,0.5,0.2
25,80,10,0.05,0.5,0.2
16,80,10,0.05,0.5,0.2
25,80,10,0.05,0.5,0.2
52,80,10,0.05,0.5,0.2
25,80,10,0.05,0.5,0.2
17,80,10,0.05,0.5,0.2
25,80,10,0.05,0.5,0.2
50,80,10,0.05,0.5,0.2
25,80,10,0.05,0.5,0.2
17,80,10,0.05,0.5,0.2
