FPS, Characters, Tasselation, Blade Width, Blade Heigth, Wind Strength
78,80,7,0.05,1,0.2
57,80,7,0.05,1,0.2
37,80,7,0.05,1,0.2
55,80,7,0.05,1,0.2
91,80,7,0.05,1,0.2
73,80,7,0.05,1,0.2
27,80,7,0.05,1,0.2
91,80,7,0.05,1,0.2
82,80,7,0.05,1,0.2
88,80,7,0.05,1,0.2
64,80,7,0.05,1,0.2
53,80,7,0.05,1,0.2
57,80,7,0.05,1,0.2
55,80,7,0.05,1,0.2
59,80,7,0.05,1,0.2
30,80,7,0.05,1,0.2
96,80,7,0.05,1,0.2
81,80,7,0.05,1,0.2
68,80,7,0.05,1,0.2
55,80,7,0.05,1,0.2
58,80,7,0.05,1,0.2
57,80,7,0.05,1,0.2
57,80,7,0.05,1,0.2
56,80,7,0.05,1,0.2
22,80,7,0.05,1,0.2
95,80,7,0.05,1,0.2
120,80,7,0.05,1,0.2
102,80,7,0.05,1,0.2
52,80,7,0.05,1,0.2
58,80,7,0.05,1,0.2
57,80,7,0.05,1,0.2
56,80,7,0.05,1,0.2
58,80,7,0.05,1,0.2
31,80,7,0.05,1,0.2
53,80,7,0.05,1,0.2
109,80,7,0.05,1,0.2
93,80,7,0.05,1,0.2
55,80,7,0.05,1,0.2
57,80,7,0.05,1,0.2
59,80,7,0.05,1,0.2
55,80,7,0.05,1,0.2
56,80,7,0.05,1,0.2
31,80,7,0.05,1,0.2
100,80,7,0.05,1,0.2
77,80,7,0.05,1,0.2
48,80,7,0.05,1,0.2
73,80,7,0.05,1,0.2
71,80,7,0.05,1,0.2
55,80,7,0.05,1,0.2
57,80,7,0.05,1,0.2
58,80,7,0.05,1,0.2
30,80,7,0.05,1,0.2
104,80,7,0.05,1,0.2
81,80,7,0.05,1,0.2
67,80,7,0.05,1,0.2
56,80,7,0.05,1,0.2
56,80,7,0.05,1,0.2
57,80,7,0.05,1,0.2
58,80,7,0.05,1,0.2
56,80,7,0.05,1,0.2
30,80,7,0.05,1,0.2
101,80,7,0.05,1,0.2
74,80,7,0.05,1,0.2
71,80,7,0.05,1,0.2
56,80,7,0.05,1,0.2
59,80,7,0.05,1,0.2
57,80,7,0.05,1,0.2
57,80,7,0.05,1,0.2
56,80,7,0.05,1,0.2
31,80,7,0.05,1,0.2
94,80,7,0.05,1,0.2
76,80,7,0.05,1,0.2
69,80,7,0.05,1,0.2
57,80,7,0.05,1,0.2
59,80,7,0.05,1,0.2
56,80,7,0.05,1,0.2
57,80,7,0.05,1,0.2
57,80,7,0.05,1,0.2
30,80,7,0.05,1,0.2
107,80,7,0.05,1,0.2
77,80,7,0.05,1,0.2
69,80,7,0.05,1,0.2
55,80,7,0.05,1,0.2
57,80,7,0.05,1,0.2
58,80,7,0.05,1,0.2
57,80,7,0.05,1,0.2
58,80,7,0.05,1,0.2
30,80,7,0.05,1,0.2
98,80,7,0.05,1,0.2
82,80,7,0.05,1,0.2
68,80,7,0.05,1,0.2
40,80,7,0.05,1,0.2
90,80,7,0.05,1,0.2
56,80,7,0.05,1,0.2
57,80,7,0.05,1,0.2
54,80,7,0.05,1,0.2
22,80,7,0.05,1,0.2
101,80,7,0.05,1,0.2
114,80,7,0.05,1,0.2
97,80,7,0.05,1,0.2
55,80,7,0.05,1,0.2
55,80,7,0.05,1,0.2
56,80,7,0.05,1,0.2
59,80,7,0.05,1,0.2
57,80,7,0.05,1,0.2
30,80,7,0.05,1,0.2
92,80,7,0.05,1,0.2
78,80,7,0.05,1,0.2
68,80,7,0.05,1,0.2
58,80,7,0.05,1,0.2
55,80,7,0.05,1,0.2
56,80,7,0.05,1,0.2
58,80,7,0.05,1,0.2
58,80,7,0.05,1,0.2
30,80,7,0.05,1,0.2
98,80,7,0.05,1,0.2
78,80,7,0.05,1,0.2
67,80,7,0.05,1,0.2
58,80,7,0.05,1,0.2
57,80,7,0.05,1,0.2
58,80,7,0.05,1,0.2
57,80,7,0.05,1,0.2
35,80,7,0.05,1,0.2
35,80,7,0.05,1,0.2
122,80,7,0.05,1,0.2
116,80,7,0.05,1,0.2
76,80,7,0.05,1,0.2
55,80,7,0.05,1,0.2
58,80,7,0.05,1,0.2
55,80,7,0.05,1,0.2
60,80,7,0.05,1,0.2
56,80,7,0.05,1,0.2
58,80,7,0.05,1,0.2
30,80,7,0.05,1,0.2
101,80,7,0.05,1,0.2
80,80,7,0.05,1,0.2
69,80,7,0.05,1,0.2
56,80,7,0.05,1,0.2
56,80,7,0.05,1,0.2
57,80,7,0.05,1,0.2
57,80,7,0.05,1,0.2
55,80,7,0.05,1,0.2
30,80,7,0.05,1,0.2
97,80,7,0.05,1,0.2
81,80,7,0.05,1,0.2
66,80,7,0.05,1,0.2
57,80,7,0.05,1,0.2
56,80,7,0.05,1,0.2
57,80,7,0.05,1,0.2
56,80,7,0.05,1,0.2
55,80,7,0.05,1,0.2
31,80,7,0.05,1,0.2
93,80,7,0.05,1,0.2
85,80,7,0.05,1,0.2
67,80,7,0.05,1,0.2
55,80,7,0.05,1,0.2
57,80,7,0.05,1,0.2
58,80,7,0.05,1,0.2
56,80,7,0.05,1,0.2
57,80,7,0.05,1,0.2
31,80,7,0.05,1,0.2
97,80,7,0.05,1,0.2
76,80,7,0.05,1,0.2
70,80,7,0.05,1,0.2
58,80,7,0.05,1,0.2
56,80,7,0.05,1,0.2
57,80,7,0.05,1,0.2
56,80,7,0.05,1,0.2
57,80,7,0.05,1,0.2
30,80,7,0.05,1,0.2
106,80,7,0.05,1,0.2
78,80,7,0.05,1,0.2
69,80,7,0.05,1,0.2
57,80,7,0.05,1,0.2
57,80,7,0.05,1,0.2
56,80,7,0.05,1,0.2
55,80,7,0.05,1,0.2
57,80,7,0.05,1,0.2
30,80,7,0.05,1,0.2
63,80,7,0.05,1,0.2
113,80,7,0.05,1,0.2
79,80,7,0.05,1,0.2
56,80,7,0.05,1,0.2
57,80,7,0.05,1,0.2
57,80,7,0.05,1,0.2
57,80,7,0.05,1,0.2
58,80,7,0.05,1,0.2
30,80,7,0.05,1,0.2
97,80,7,0.05,1,0.2
81,80,7,0.05,1,0.2
68,80,7,0.05,1,0.2
58,80,7,0.05,1,0.2
55,80,7,0.05,1,0.2
58,80,7,0.05,1,0.2
56,80,7,0.05,1,0.2
57,80,7,0.05,1,0.2
31,80,7,0.05,1,0.2
98,80,7,0.05,1,0.2
81,80,7,0.05,1,0.2
65,80,7,0.05,1,0.2
57,80,7,0.05,1,0.2
59,80,7,0.05,1,0.2
56,80,7,0.05,1,0.2
57,80,7,0.05,1,0.2
56,80,7,0.05,1,0.2
30,80,7,0.05,1,0.2
53,80,7,0.05,1,0.2
107,80,7,0.05,1,0.2
99,80,7,0.05,1,0.2
57,80,7,0.05,1,0.2
58,80,7,0.05,1,0.2
57,80,7,0.05,1,0.2
44,80,7,0.05,1,0.2
75,80,7,0.05,1,0.2
32,80,7,0.05,1,0.2
90,80,7,0.05,1,0.2
81,80,7,0.05,1,0.2
71,80,7,0.05,1,0.2
56,80,7,0.05,1,0.2
57,80,7,0.05,1,0.2
59,80,7,0.05,1,0.2
57,80,7,0.05,1,0.2
57,80,7,0.05,1,0.2
30,80,7,0.05,1,0.2
101,80,7,0.05,1,0.2
75,80,7,0.05,1,0.2
71,80,7,0.05,1,0.2
55,80,7,0.05,1,0.2
58,80,7,0.05,1,0.2
55,80,7,0.05,1,0.2
59,80,7,0.05,1,0.2
56,80,7,0.05,1,0.2
30,80,7,0.05,1,0.2
98,80,7,0.05,1,0.2
75,80,7,0.05,1,0.2
71,80,7,0.05,1,0.2
55,80,7,0.05,1,0.2
56,80,7,0.05,1,0.2
58,80,7,0.05,1,0.2
58,80,7,0.05,1,0.2
57,80,7,0.05,1,0.2
30,80,7,0.05,1,0.2
105,80,7,0.05,1,0.2
78,80,7,0.05,1,0.2
49,80,7,0.05,1,0.2
75,80,7,0.05,1,0.2
60,80,7,0.05,1,0.2
60,80,7,0.05,1,0.2
56,80,7,0.05,1,0.2
57,80,7,0.05,1,0.2
30,80,7,0.05,1,0.2
99,80,7,0.05,1,0.2
80,80,7,0.05,1,0.2
67,80,7,0.05,1,0.2
57,80,7,0.05,1,0.2
57,80,7,0.05,1,0.2
55,80,7,0.05,1,0.2
54,80,7,0.05,1,0.2
59,80,7,0.05,1,0.2
31,80,7,0.05,1,0.2
53,80,7,0.05,1,0.2
116,80,7,0.05,1,0.2
92,80,7,0.05,1,0.2
55,80,7,0.05,1,0.2
55,80,7,0.05,1,0.2
57,80,7,0.05,1,0.2
55,80,7,0.05,1,0.2
60,80,7,0.05,1,0.2
26,80,7,0.05,1,0.2
117,80,7,0.05,1,0.2
112,80,7,0.05,1,0.2
47,80,7,0.05,1,0.2
76,80,7,0.05,1,0.2
66,80,7,0.05,1,0.2
55,80,7,0.05,1,0.2
57,80,7,0.05,1,0.2
56,80,7,0.05,1,0.2
31,80,7,0.05,1,0.2
96,80,7,0.05,1,0.2
80,80,7,0.05,1,0.2
64,80,7,0.05,1,0.2
56,80,7,0.05,1,0.2
56,80,7,0.05,1,0.2
56,80,7,0.05,1,0.2
58,80,7,0.05,1,0.2
54,80,7,0.05,1,0.2
