FPS, Characters, Tasselation, Blade Width, Blade Heigth, Wind Strength
59,80,7,1,0.5,0.2
42,80,7,1,0.5,0.2
41,80,7,1,0.5,0.2
52,80,7,1,0.5,0.2
20,80,7,1,0.5,0.2
78,80,7,1,0.5,0.2
109,80,7,1,0.5,0.2
69,80,7,1,0.5,0.2
53,80,7,1,0.5,0.2
47,80,7,1,0.5,0.2
47,80,7,1,0.5,0.2
38,80,7,1,0.5,0.2
29,80,7,1,0.5,0.2
72,80,7,1,0.5,0.2
59,80,7,1,0.5,0.2
54,80,7,1,0.5,0.2
47,80,7,1,0.5,0.2
47,80,7,1,0.5,0.2
45,80,7,1,0.5,0.2
27,80,7,1,0.5,0.2
68,80,7,1,0.5,0.2
61,80,7,1,0.5,0.2
48,80,7,1,0.5,0.2
51,80,7,1,0.5,0.2
48,80,7,1,0.5,0.2
44,80,7,1,0.5,0.2
26,80,7,1,0.5,0.2
74,80,7,1,0.5,0.2
58,80,7,1,0.5,0.2
55,80,7,1,0.5,0.2
45,80,7,1,0.5,0.2
47,80,7,1,0.5,0.2
46,80,7,1,0.5,0.2
25,80,7,1,0.5,0.2
73,80,7,1,0.5,0.2
62,80,7,1,0.5,0.2
51,80,7,1,0.5,0.2
46,80,7,1,0.5,0.2
47,80,7,1,0.5,0.2
46,80,7,1,0.5,0.2
26,80,7,1,0.5,0.2
38,80,7,1,0.5,0.2
108,80,7,1,0.5,0.2
75,80,7,1,0.5,0.2
46,80,7,1,0.5,0.2
45,80,7,1,0.5,0.2
46,80,7,1,0.5,0.2
26,80,7,1,0.5,0.2
67,80,7,1,0.5,0.2
65,80,7,1,0.5,0.2
49,80,7,1,0.5,0.2
48,80,7,1,0.5,0.2
46,80,7,1,0.5,0.2
35,80,7,1,0.5,0.2
31,80,7,1,0.5,0.2
72,80,7,1,0.5,0.2
63,80,7,1,0.5,0.2
50,80,7,1,0.5,0.2
46,80,7,1,0.5,0.2
46,80,7,1,0.5,0.2
46,80,7,1,0.5,0.2
45,80,7,1,0.5,0.2
26,80,7,1,0.5,0.2
75,80,7,1,0.5,0.2
60,80,7,1,0.5,0.2
55,80,7,1,0.5,0.2
47,80,7,1,0.5,0.2
46,80,7,1,0.5,0.2
46,80,7,1,0.5,0.2
44,80,7,1,0.5,0.2
26,80,7,1,0.5,0.2
68,80,7,1,0.5,0.2
63,80,7,1,0.5,0.2
53,80,7,1,0.5,0.2
47,80,7,1,0.5,0.2
47,80,7,1,0.5,0.2
46,80,7,1,0.5,0.2
26,80,7,1,0.5,0.2
69,80,7,1,0.5,0.2
61,80,7,1,0.5,0.2
53,80,7,1,0.5,0.2
45,80,7,1,0.5,0.2
46,80,7,1,0.5,0.2
46,80,7,1,0.5,0.2
24,80,7,1,0.5,0.2
90,80,7,1,0.5,0.2
62,80,7,1,0.5,0.2
54,80,7,1,0.5,0.2
46,80,7,1,0.5,0.2
45,80,7,1,0.5,0.2
32,80,7,1,0.5,0.2
34,80,7,1,0.5,0.2
40,80,7,1,0.5,0.2
110,80,7,1,0.5,0.2
70,80,7,1,0.5,0.2
45,80,7,1,0.5,0.2
45,80,7,1,0.5,0.2
48,80,7,1,0.5,0.2
40,80,7,1,0.5,0.2
26,80,7,1,0.5,0.2
92,80,7,1,0.5,0.2
61,80,7,1,0.5,0.2
53,80,7,1,0.5,0.2
44,80,7,1,0.5,0.2
46,80,7,1,0.5,0.2
48,80,7,1,0.5,0.2
26,80,7,1,0.5,0.2
75,80,7,1,0.5,0.2
63,80,7,1,0.5,0.2
52,80,7,1,0.5,0.2
43,80,7,1,0.5,0.2
50,80,7,1,0.5,0.2
