FPS, Characters, Tasselation, Blade Width, Blade Heigth, Wind Strength
142,10,7,0.05,0.5,0.2
44,10,7,0.05,0.5,0.2
108,10,7,0.05,0.5,0.2
117,10,7,0.05,0.5,0.2
124,10,7,0.05,0.5,0.2
121,10,7,0.05,0.5,0.2
91,10,7,0.05,0.5,0.2
100,10,7,0.05,0.5,0.2
123,10,7,0.05,0.5,0.2
71,10,7,0.05,0.5,0.2
124,10,7,0.05,0.5,0.2
126,10,7,0.05,0.5,0.2
124,10,7,0.05,0.5,0.2
97,10,7,0.05,0.5,0.2
132,10,7,0.05,0.5,0.2
131,10,7,0.05,0.5,0.2
122,10,7,0.05,0.5,0.2
46,10,7,0.05,0.5,0.2
123,10,7,0.05,0.5,0.2
116,10,7,0.05,0.5,0.2
106,10,7,0.05,0.5,0.2
113,10,7,0.05,0.5,0.2
114,10,7,0.05,0.5,0.2
107,10,7,0.05,0.5,0.2
98,10,7,0.05,0.5,0.2
105,10,7,0.05,0.5,0.2
112,10,7,0.05,0.5,0.2
98,10,7,0.05,0.5,0.2
125,10,7,0.05,0.5,0.2
124,10,7,0.05,0.5,0.2
112,10,7,0.05,0.5,0.2
111,10,7,0.05,0.5,0.2
121,10,7,0.05,0.5,0.2
52,10,7,0.05,0.5,0.2
117,10,7,0.05,0.5,0.2
116,10,7,0.05,0.5,0.2
110,10,7,0.05,0.5,0.2
97,10,7,0.05,0.5,0.2
118,10,7,0.05,0.5,0.2
130,10,7,0.05,0.5,0.2
130,10,7,0.05,0.5,0.2
110,10,7,0.05,0.5,0.2
124,10,7,0.05,0.5,0.2
127,10,7,0.05,0.5,0.2
132,10,7,0.05,0.5,0.2
101,10,7,0.05,0.5,0.2
121,10,7,0.05,0.5,0.2
129,10,7,0.05,0.5,0.2
130,10,7,0.05,0.5,0.2
99,10,7,0.05,0.5,0.2
50,10,7,0.05,0.5,0.2
121,10,7,0.05,0.5,0.2
104,10,7,0.05,0.5,0.2
121,10,7,0.05,0.5,0.2
123,10,7,0.05,0.5,0.2
115,10,7,0.05,0.5,0.2
108,10,7,0.05,0.5,0.2
