FPS, Characters, Tasselation, Blade Width, Blade Heigth, Wind Strength
140,20,7,0.05,0.5,0.2
85,20,7,0.05,0.5,0.2
109,20,7,0.05,0.5,0.2
108,20,7,0.05,0.5,0.2
126,20,7,0.05,0.5,0.2
114,20,7,0.05,0.5,0.2
96,20,7,0.05,0.5,0.2
125,20,7,0.05,0.5,0.2
134,20,7,0.05,0.5,0.2
100,20,7,0.05,0.5,0.2
88,20,7,0.05,0.5,0.2
104,20,7,0.05,0.5,0.2
114,20,7,0.05,0.5,0.2
104,20,7,0.05,0.5,0.2
99,20,7,0.05,0.5,0.2
46,20,7,0.05,0.5,0.2
114,20,7,0.05,0.5,0.2
125,20,7,0.05,0.5,0.2
129,20,7,0.05,0.5,0.2
99,20,7,0.05,0.5,0.2
127,20,7,0.05,0.5,0.2
111,20,7,0.05,0.5,0.2
116,20,7,0.05,0.5,0.2
94,20,7,0.05,0.5,0.2
121,20,7,0.05,0.5,0.2
129,20,7,0.05,0.5,0.2
121,20,7,0.05,0.5,0.2
103,20,7,0.05,0.5,0.2
124,20,7,0.05,0.5,0.2
131,20,7,0.05,0.5,0.2
123,20,7,0.05,0.5,0.2
103,20,7,0.05,0.5,0.2
53,20,7,0.05,0.5,0.2
107,20,7,0.05,0.5,0.2
109,20,7,0.05,0.5,0.2
134,20,7,0.05,0.5,0.2
115,20,7,0.05,0.5,0.2
109,20,7,0.05,0.5,0.2
121,20,7,0.05,0.5,0.2
126,20,7,0.05,0.5,0.2
128,20,7,0.05,0.5,0.2
108,20,7,0.05,0.5,0.2
119,20,7,0.05,0.5,0.2
120,20,7,0.05,0.5,0.2
122,20,7,0.05,0.5,0.2
103,20,7,0.05,0.5,0.2
121,20,7,0.05,0.5,0.2
131,20,7,0.05,0.5,0.2
123,20,7,0.05,0.5,0.2
45,20,7,0.05,0.5,0.2
128,20,7,0.05,0.5,0.2
112,20,7,0.05,0.5,0.2
103,20,7,0.05,0.5,0.2
125,20,7,0.05,0.5,0.2
123,20,7,0.05,0.5,0.2
111,20,7,0.05,0.5,0.2
114,20,7,0.05,0.5,0.2
120,20,7,0.05,0.5,0.2
115,20,7,0.05,0.5,0.2
98,20,7,0.05,0.5,0.2
123,20,7,0.05,0.5,0.2
116,20,7,0.05,0.5,0.2
124,20,7,0.05,0.5,0.2
101,20,7,0.05,0.5,0.2
114,20,7,0.05,0.5,0.2
45,20,7,0.05,0.5,0.2
127,20,7,0.05,0.5,0.2
121,20,7,0.05,0.5,0.2
125,20,7,0.05,0.5,0.2
106,20,7,0.05,0.5,0.2
117,20,7,0.05,0.5,0.2
125,20,7,0.05,0.5,0.2
121,20,7,0.05,0.5,0.2
103,20,7,0.05,0.5,0.2
107,20,7,0.05,0.5,0.2
129,20,7,0.05,0.5,0.2
123,20,7,0.05,0.5,0.2
100,20,7,0.05,0.5,0.2
125,20,7,0.05,0.5,0.2
123,20,7,0.05,0.5,0.2
103,20,7,0.05,0.5,0.2
47,20,7,0.05,0.5,0.2
130,20,7,0.05,0.5,0.2
96,20,7,0.05,0.5,0.2
122,20,7,0.05,0.5,0.2
127,20,7,0.05,0.5,0.2
80,20,7,0.05,0.5,0.2
111,20,7,0.05,0.5,0.2
126,20,7,0.05,0.5,0.2
114,20,7,0.05,0.5,0.2
98,20,7,0.05,0.5,0.2
116,20,7,0.05,0.5,0.2
124,20,7,0.05,0.5,0.2
130,20,7,0.05,0.5,0.2
108,20,7,0.05,0.5,0.2
107,20,7,0.05,0.5,0.2
126,20,7,0.05,0.5,0.2
