FPS, Characters, Tasselation, Blade Width, Blade Heigth, Wind Strength
119,50,7,0.05,0.5,0.2
79,50,7,0.05,0.5,0.2
118,50,7,0.05,0.5,0.2
108,50,7,0.05,0.5,0.2
121,50,7,0.05,0.5,0.2
92,50,7,0.05,0.5,0.2
60,50,7,0.05,0.5,0.2
115,50,7,0.05,0.5,0.2
114,50,7,0.05,0.5,0.2
97,50,7,0.05,0.5,0.2
93,50,7,0.05,0.5,0.2
97,50,7,0.05,0.5,0.2
84,50,7,0.05,0.5,0.2
41,50,7,0.05,0.5,0.2
105,50,7,0.05,0.5,0.2
102,50,7,0.05,0.5,0.2
100,50,7,0.05,0.5,0.2
96,50,7,0.05,0.5,0.2
101,50,7,0.05,0.5,0.2
108,50,7,0.05,0.5,0.2
120,50,7,0.05,0.5,0.2
78,50,7,0.05,0.5,0.2
108,50,7,0.05,0.5,0.2
54,50,7,0.05,0.5,0.2
111,50,7,0.05,0.5,0.2
127,50,7,0.05,0.5,0.2
117,50,7,0.05,0.5,0.2
40,50,7,0.05,0.5,0.2
112,50,7,0.05,0.5,0.2
101,50,7,0.05,0.5,0.2
117,50,7,0.05,0.5,0.2
121,50,7,0.05,0.5,0.2
121,50,7,0.05,0.5,0.2
87,50,7,0.05,0.5,0.2
97,50,7,0.05,0.5,0.2
94,50,7,0.05,0.5,0.2
88,50,7,0.05,0.5,0.2
68,50,7,0.05,0.5,0.2
128,50,7,0.05,0.5,0.2
97,50,7,0.05,0.5,0.2
90,50,7,0.05,0.5,0.2
40,50,7,0.05,0.5,0.2
104,50,7,0.05,0.5,0.2
120,50,7,0.05,0.5,0.2
107,50,7,0.05,0.5,0.2
112,50,7,0.05,0.5,0.2
117,50,7,0.05,0.5,0.2
91,50,7,0.05,0.5,0.2
89,50,7,0.05,0.5,0.2
96,50,7,0.05,0.5,0.2
96,50,7,0.05,0.5,0.2
89,50,7,0.05,0.5,0.2
93,50,7,0.05,0.5,0.2
93,50,7,0.05,0.5,0.2
88,50,7,0.05,0.5,0.2
42,50,7,0.05,0.5,0.2
99,50,7,0.05,0.5,0.2
116,50,7,0.05,0.5,0.2
125,50,7,0.05,0.5,0.2
136,50,7,0.05,0.5,0.2
