FPS, Characters, Tasselation, Blade Width, Blade Heigth, Wind Strength
121,60,7,0.05,0.5,0.2
68,60,7,0.05,0.5,0.2
119,60,7,0.05,0.5,0.2
97,60,7,0.05,0.5,0.2
107,60,7,0.05,0.5,0.2
72,60,7,0.05,0.5,0.2
77,60,7,0.05,0.5,0.2
75,60,7,0.05,0.5,0.2
71,60,7,0.05,0.5,0.2
79,60,7,0.05,0.5,0.2
26,60,7,0.05,0.5,0.2
101,60,7,0.05,0.5,0.2
122,60,7,0.05,0.5,0.2
112,60,7,0.05,0.5,0.2
92,60,7,0.05,0.5,0.2
69,60,7,0.05,0.5,0.2
48,60,7,0.05,0.5,0.2
66,60,7,0.05,0.5,0.2
80,60,7,0.05,0.5,0.2
116,60,7,0.05,0.5,0.2
74,60,7,0.05,0.5,0.2
35,60,7,0.05,0.5,0.2
82,60,7,0.05,0.5,0.2
45,60,7,0.05,0.5,0.2
58,60,7,0.05,0.5,0.2
70,60,7,0.05,0.5,0.2
88,60,7,0.05,0.5,0.2
97,60,7,0.05,0.5,0.2
88,60,7,0.05,0.5,0.2
94,60,7,0.05,0.5,0.2
110,60,7,0.05,0.5,0.2
72,60,7,0.05,0.5,0.2
35,60,7,0.05,0.5,0.2
78,60,7,0.05,0.5,0.2
114,60,7,0.05,0.5,0.2
120,60,7,0.05,0.5,0.2
111,60,7,0.05,0.5,0.2
79,60,7,0.05,0.5,0.2
72,60,7,0.05,0.5,0.2
71,60,7,0.05,0.5,0.2
82,60,7,0.05,0.5,0.2
70,60,7,0.05,0.5,0.2
78,60,7,0.05,0.5,0.2
74,60,7,0.05,0.5,0.2
35,60,7,0.05,0.5,0.2
117,60,7,0.05,0.5,0.2
110,60,7,0.05,0.5,0.2
120,60,7,0.05,0.5,0.2
75,60,7,0.05,0.5,0.2
67,60,7,0.05,0.5,0.2
84,60,7,0.05,0.5,0.2
72,60,7,0.05,0.5,0.2
78,60,7,0.05,0.5,0.2
73,60,7,0.05,0.5,0.2
70,60,7,0.05,0.5,0.2
79,60,7,0.05,0.5,0.2
34,60,7,0.05,0.5,0.2
113,60,7,0.05,0.5,0.2
108,60,7,0.05,0.5,0.2
103,60,7,0.05,0.5,0.2
92,60,7,0.05,0.5,0.2
66,60,7,0.05,0.5,0.2
83,60,7,0.05,0.5,0.2
77,60,7,0.05,0.5,0.2
71,60,7,0.05,0.5,0.2
54,60,7,0.05,0.5,0.2
61,60,7,0.05,0.5,0.2
47,60,7,0.05,0.5,0.2
90,60,7,0.05,0.5,0.2
98,60,7,0.05,0.5,0.2
117,60,7,0.05,0.5,0.2
99,60,7,0.05,0.5,0.2
86,60,7,0.05,0.5,0.2
73,60,7,0.05,0.5,0.2
70,60,7,0.05,0.5,0.2
56,60,7,0.05,0.5,0.2
99,60,7,0.05,0.5,0.2
80,60,7,0.05,0.5,0.2
76,60,7,0.05,0.5,0.2
35,60,7,0.05,0.5,0.2
95,60,7,0.05,0.5,0.2
105,60,7,0.05,0.5,0.2
113,60,7,0.05,0.5,0.2
90,60,7,0.05,0.5,0.2
80,60,7,0.05,0.5,0.2
74,60,7,0.05,0.5,0.2
69,60,7,0.05,0.5,0.2
81,60,7,0.05,0.5,0.2
66,60,7,0.05,0.5,0.2
84,60,7,0.05,0.5,0.2
72,60,7,0.05,0.5,0.2
35,60,7,0.05,0.5,0.2
117,60,7,0.05,0.5,0.2
103,60,7,0.05,0.5,0.2
111,60,7,0.05,0.5,0.2
80,60,7,0.05,0.5,0.2
69,60,7,0.05,0.5,0.2
83,60,7,0.05,0.5,0.2
70,60,7,0.05,0.5,0.2
79,60,7,0.05,0.5,0.2
74,60,7,0.05,0.5,0.2
68,60,7,0.05,0.5,0.2
81,60,7,0.05,0.5,0.2
33,60,7,0.05,0.5,0.2
113,60,7,0.05,0.5,0.2
112,60,7,0.05,0.5,0.2
109,60,7,0.05,0.5,0.2
83,60,7,0.05,0.5,0.2
67,60,7,0.05,0.5,0.2
81,60,7,0.05,0.5,0.2
74,60,7,0.05,0.5,0.2
74,60,7,0.05,0.5,0.2
74,60,7,0.05,0.5,0.2
70,60,7,0.05,0.5,0.2
79,60,7,0.05,0.5,0.2
32,60,7,0.05,0.5,0.2
110,60,7,0.05,0.5,0.2
103,60,7,0.05,0.5,0.2
93,60,7,0.05,0.5,0.2
116,60,7,0.05,0.5,0.2
81,60,7,0.05,0.5,0.2
73,60,7,0.05,0.5,0.2
71,60,7,0.05,0.5,0.2
70,60,7,0.05,0.5,0.2
80,60,7,0.05,0.5,0.2
68,60,7,0.05,0.5,0.2
35,60,7,0.05,0.5,0.2
104,60,7,0.05,0.5,0.2
104,60,7,0.05,0.5,0.2
109,60,7,0.05,0.5,0.2
91,60,7,0.05,0.5,0.2
77,60,7,0.05,0.5,0.2
74,60,7,0.05,0.5,0.2
69,60,7,0.05,0.5,0.2
81,60,7,0.05,0.5,0.2
71,60,7,0.05,0.5,0.2
80,60,7,0.05,0.5,0.2
71,60,7,0.05,0.5,0.2
35,60,7,0.05,0.5,0.2
108,60,7,0.05,0.5,0.2
95,60,7,0.05,0.5,0.2
118,60,7,0.05,0.5,0.2
95,60,7,0.05,0.5,0.2
66,60,7,0.05,0.5,0.2
81,60,7,0.05,0.5,0.2
73,60,7,0.05,0.5,0.2
76,60,7,0.05,0.5,0.2
74,60,7,0.05,0.5,0.2
71,60,7,0.05,0.5,0.2
76,60,7,0.05,0.5,0.2
34,60,7,0.05,0.5,0.2
114,60,7,0.05,0.5,0.2
101,60,7,0.05,0.5,0.2
79,60,7,0.05,0.5,0.2
109,60,7,0.05,0.5,0.2
77,60,7,0.05,0.5,0.2
76,60,7,0.05,0.5,0.2
78,60,7,0.05,0.5,0.2
73,60,7,0.05,0.5,0.2
75,60,7,0.05,0.5,0.2
71,60,7,0.05,0.5,0.2
76,60,7,0.05,0.5,0.2
32,60,7,0.05,0.5,0.2
109,60,7,0.05,0.5,0.2
100,60,7,0.05,0.5,0.2
105,60,7,0.05,0.5,0.2
116,60,7,0.05,0.5,0.2
75,60,7,0.05,0.5,0.2
70,60,7,0.05,0.5,0.2
78,60,7,0.05,0.5,0.2
71,60,7,0.05,0.5,0.2
77,60,7,0.05,0.5,0.2
73,60,7,0.05,0.5,0.2
78,60,7,0.05,0.5,0.2
32,60,7,0.05,0.5,0.2
106,60,7,0.05,0.5,0.2
112,60,7,0.05,0.5,0.2
102,60,7,0.05,0.5,0.2
87,60,7,0.05,0.5,0.2
87,60,7,0.05,0.5,0.2
68,60,7,0.05,0.5,0.2
81,60,7,0.05,0.5,0.2
72,60,7,0.05,0.5,0.2
79,60,7,0.05,0.5,0.2
73,60,7,0.05,0.5,0.2
71,60,7,0.05,0.5,0.2
34,60,7,0.05,0.5,0.2
101,60,7,0.05,0.5,0.2
113,60,7,0.05,0.5,0.2
112,60,7,0.05,0.5,0.2
78,60,7,0.05,0.5,0.2
93,60,7,0.05,0.5,0.2
72,60,7,0.05,0.5,0.2
78,60,7,0.05,0.5,0.2
74,60,7,0.05,0.5,0.2
71,60,7,0.05,0.5,0.2
79,60,7,0.05,0.5,0.2
71,60,7,0.05,0.5,0.2
31,60,7,0.05,0.5,0.2
72,60,7,0.05,0.5,0.2
108,60,7,0.05,0.5,0.2
115,60,7,0.05,0.5,0.2
93,60,7,0.05,0.5,0.2
92,60,7,0.05,0.5,0.2
67,60,7,0.05,0.5,0.2
80,60,7,0.05,0.5,0.2
74,60,7,0.05,0.5,0.2
