FPS, Characters, Tasselation, Blade Width, Blade Heigth, Wind Strength
111,40,7,0.05,0.5,0.2
76,40,7,0.05,0.5,0.2
108,40,7,0.05,0.5,0.2
110,40,7,0.05,0.5,0.2
112,40,7,0.05,0.5,0.2
93,40,7,0.05,0.5,0.2
104,40,7,0.05,0.5,0.2
95,40,7,0.05,0.5,0.2
107,40,7,0.05,0.5,0.2
106,40,7,0.05,0.5,0.2
116,40,7,0.05,0.5,0.2
110,40,7,0.05,0.5,0.2
93,40,7,0.05,0.5,0.2
75,40,7,0.05,0.5,0.2
42,40,7,0.05,0.5,0.2
112,40,7,0.05,0.5,0.2
115,40,7,0.05,0.5,0.2
96,40,7,0.05,0.5,0.2
87,40,7,0.05,0.5,0.2
96,40,7,0.05,0.5,0.2
95,40,7,0.05,0.5,0.2
67,40,7,0.05,0.5,0.2
89,40,7,0.05,0.5,0.2
75,40,7,0.05,0.5,0.2
88,40,7,0.05,0.5,0.2
108,40,7,0.05,0.5,0.2
78,40,7,0.05,0.5,0.2
49,40,7,0.05,0.5,0.2
111,40,7,0.05,0.5,0.2
84,40,7,0.05,0.5,0.2
93,40,7,0.05,0.5,0.2
94,40,7,0.05,0.5,0.2
80,40,7,0.05,0.5,0.2
117,40,7,0.05,0.5,0.2
113,40,7,0.05,0.5,0.2
94,40,7,0.05,0.5,0.2
112,40,7,0.05,0.5,0.2
113,40,7,0.05,0.5,0.2
92,40,7,0.05,0.5,0.2
88,40,7,0.05,0.5,0.2
105,40,7,0.05,0.5,0.2
45,40,7,0.05,0.5,0.2
111,40,7,0.05,0.5,0.2
96,40,7,0.05,0.5,0.2
91,40,7,0.05,0.5,0.2
98,40,7,0.05,0.5,0.2
84,40,7,0.05,0.5,0.2
89,40,7,0.05,0.5,0.2
105,40,7,0.05,0.5,0.2
106,40,7,0.05,0.5,0.2
84,40,7,0.05,0.5,0.2
115,40,7,0.05,0.5,0.2
125,40,7,0.05,0.5,0.2
107,40,7,0.05,0.5,0.2
106,40,7,0.05,0.5,0.2
52,40,7,0.05,0.5,0.2
88,40,7,0.05,0.5,0.2
111,40,7,0.05,0.5,0.2
105,40,7,0.05,0.5,0.2
91,40,7,0.05,0.5,0.2
79,40,7,0.05,0.5,0.2
114,40,7,0.05,0.5,0.2
101,40,7,0.05,0.5,0.2
97,40,7,0.05,0.5,0.2
126,40,7,0.05,0.5,0.2
120,40,7,0.05,0.5,0.2
113,40,7,0.05,0.5,0.2
107,40,7,0.05,0.5,0.2
69,40,7,0.05,0.5,0.2
99,40,7,0.05,0.5,0.2
49,40,7,0.05,0.5,0.2
118,40,7,0.05,0.5,0.2
100,40,7,0.05,0.5,0.2
127,40,7,0.05,0.5,0.2
113,40,7,0.05,0.5,0.2
113,40,7,0.05,0.5,0.2
101,40,7,0.05,0.5,0.2
112,40,7,0.05,0.5,0.2
107,40,7,0.05,0.5,0.2
84,40,7,0.05,0.5,0.2
93,40,7,0.05,0.5,0.2
107,40,7,0.05,0.5,0.2
91,40,7,0.05,0.5,0.2
83,40,7,0.05,0.5,0.2
97,40,7,0.05,0.5,0.2
35,40,7,0.05,0.5,0.2
111,40,7,0.05,0.5,0.2
97,40,7,0.05,0.5,0.2
106,40,7,0.05,0.5,0.2
118,40,7,0.05,0.5,0.2
99,40,7,0.05,0.5,0.2
92,40,7,0.05,0.5,0.2
87,40,7,0.05,0.5,0.2
98,40,7,0.05,0.5,0.2
86,40,7,0.05,0.5,0.2
102,40,7,0.05,0.5,0.2
98,40,7,0.05,0.5,0.2
81,40,7,0.05,0.5,0.2
32,40,7,0.05,0.5,0.2
85,40,7,0.05,0.5,0.2
115,40,7,0.05,0.5,0.2
76,40,7,0.05,0.5,0.2
104,40,7,0.05,0.5,0.2
105,40,7,0.05,0.5,0.2
74,40,7,0.05,0.5,0.2
65,40,7,0.05,0.5,0.2
55,40,7,0.05,0.5,0.2
63,40,7,0.05,0.5,0.2
52,40,7,0.05,0.5,0.2
22,40,7,0.05,0.5,0.2
65,40,7,0.05,0.5,0.2
64,40,7,0.05,0.5,0.2
80,40,7,0.05,0.5,0.2
70,40,7,0.05,0.5,0.2
73,40,7,0.05,0.5,0.2
75,40,7,0.05,0.5,0.2
77,40,7,0.05,0.5,0.2
82,40,7,0.05,0.5,0.2
31,40,7,0.05,0.5,0.2
74,40,7,0.05,0.5,0.2
89,40,7,0.05,0.5,0.2
85,40,7,0.05,0.5,0.2
74,40,7,0.05,0.5,0.2
84,40,7,0.05,0.5,0.2
84,40,7,0.05,0.5,0.2
85,40,7,0.05,0.5,0.2
94,40,7,0.05,0.5,0.2
89,40,7,0.05,0.5,0.2
88,40,7,0.05,0.5,0.2
35,40,7,0.05,0.5,0.2
79,40,7,0.05,0.5,0.2
59,40,7,0.05,0.5,0.2
67,40,7,0.05,0.5,0.2
74,40,7,0.05,0.5,0.2
76,40,7,0.05,0.5,0.2
86,40,7,0.05,0.5,0.2
97,40,7,0.05,0.5,0.2
97,40,7,0.05,0.5,0.2
111,40,7,0.05,0.5,0.2
113,40,7,0.05,0.5,0.2
75,40,7,0.05,0.5,0.2
47,40,7,0.05,0.5,0.2
95,40,7,0.05,0.5,0.2
112,40,7,0.05,0.5,0.2
98,40,7,0.05,0.5,0.2
81,40,7,0.05,0.5,0.2
78,40,7,0.05,0.5,0.2
113,40,7,0.05,0.5,0.2
96,40,7,0.05,0.5,0.2
101,40,7,0.05,0.5,0.2
116,40,7,0.05,0.5,0.2
123,40,7,0.05,0.5,0.2
96,40,7,0.05,0.5,0.2
115,40,7,0.05,0.5,0.2
112,40,7,0.05,0.5,0.2
103,40,7,0.05,0.5,0.2
41,40,7,0.05,0.5,0.2
117,40,7,0.05,0.5,0.2
96,40,7,0.05,0.5,0.2
119,40,7,0.05,0.5,0.2
117,40,7,0.05,0.5,0.2
112,40,7,0.05,0.5,0.2
109,40,7,0.05,0.5,0.2
128,40,7,0.05,0.5,0.2
124,40,7,0.05,0.5,0.2
110,40,7,0.05,0.5,0.2
69,40,7,0.05,0.5,0.2
122,40,7,0.05,0.5,0.2
113,40,7,0.05,0.5,0.2
113,40,7,0.05,0.5,0.2
125,40,7,0.05,0.5,0.2
46,40,7,0.05,0.5,0.2
120,40,7,0.05,0.5,0.2
122,40,7,0.05,0.5,0.2
104,40,7,0.05,0.5,0.2
85,40,7,0.05,0.5,0.2
92,40,7,0.05,0.5,0.2
85,40,7,0.05,0.5,0.2
