FPS, Characters, Tasselation, Blade Width, Blade Heigth, Wind Strength
49,90,7,0.05,0.5,0.2
23,90,7,0.05,0.5,0.2
86,90,7,0.05,0.5,0.2
81,90,7,0.05,0.5,0.2
80,90,7,0.05,0.5,0.2
60,90,7,0.05,0.5,0.2
48,90,7,0.05,0.5,0.2
50,90,7,0.05,0.5,0.2
32,90,7,0.05,0.5,0.2
27,90,7,0.05,0.5,0.2
114,90,7,0.05,0.5,0.2
98,90,7,0.05,0.5,0.2
69,90,7,0.05,0.5,0.2
50,90,7,0.05,0.5,0.2
52,90,7,0.05,0.5,0.2
50,90,7,0.05,0.5,0.2
49,90,7,0.05,0.5,0.2
49,90,7,0.05,0.5,0.2
25,90,7,0.05,0.5,0.2
76,90,7,0.05,0.5,0.2
82,90,7,0.05,0.5,0.2
63,90,7,0.05,0.5,0.2
50,90,7,0.05,0.5,0.2
48,90,7,0.05,0.5,0.2
51,90,7,0.05,0.5,0.2
48,90,7,0.05,0.5,0.2
26,90,7,0.05,0.5,0.2
82,90,7,0.05,0.5,0.2
64,90,7,0.05,0.5,0.2
71,90,7,0.05,0.5,0.2
51,90,7,0.05,0.5,0.2
50,90,7,0.05,0.5,0.2
50,90,7,0.05,0.5,0.2
49,90,7,0.05,0.5,0.2
24,90,7,0.05,0.5,0.2
53,90,7,0.05,0.5,0.2
83,90,7,0.05,0.5,0.2
105,90,7,0.05,0.5,0.2
49,90,7,0.05,0.5,0.2
48,90,7,0.05,0.5,0.2
53,90,7,0.05,0.5,0.2
51,90,7,0.05,0.5,0.2
20,90,7,0.05,0.5,0.2
114,90,7,0.05,0.5,0.2
56,90,7,0.05,0.5,0.2
105,90,7,0.05,0.5,0.2
66,90,7,0.05,0.5,0.2
40,90,7,0.05,0.5,0.2
65,90,7,0.05,0.5,0.2
53,90,7,0.05,0.5,0.2
26,90,7,0.05,0.5,0.2
80,90,7,0.05,0.5,0.2
73,90,7,0.05,0.5,0.2
64,90,7,0.05,0.5,0.2
52,90,7,0.05,0.5,0.2
48,90,7,0.05,0.5,0.2
50,90,7,0.05,0.5,0.2
50,90,7,0.05,0.5,0.2
25,90,7,0.05,0.5,0.2
85,90,7,0.05,0.5,0.2
73,90,7,0.05,0.5,0.2
62,90,7,0.05,0.5,0.2
50,90,7,0.05,0.5,0.2
49,90,7,0.05,0.5,0.2
52,90,7,0.05,0.5,0.2
41,90,7,0.05,0.5,0.2
28,90,7,0.05,0.5,0.2
81,90,7,0.05,0.5,0.2
72,90,7,0.05,0.5,0.2
49,90,7,0.05,0.5,0.2
63,90,7,0.05,0.5,0.2
54,90,7,0.05,0.5,0.2
49,90,7,0.05,0.5,0.2
45,90,7,0.05,0.5,0.2
26,90,7,0.05,0.5,0.2
92,90,7,0.05,0.5,0.2
80,90,7,0.05,0.5,0.2
60,90,7,0.05,0.5,0.2
50,90,7,0.05,0.5,0.2
52,90,7,0.05,0.5,0.2
46,90,7,0.05,0.5,0.2
44,90,7,0.05,0.5,0.2
29,90,7,0.05,0.5,0.2
82,90,7,0.05,0.5,0.2
78,90,7,0.05,0.5,0.2
61,90,7,0.05,0.5,0.2
41,90,7,0.05,0.5,0.2
61,90,7,0.05,0.5,0.2
53,90,7,0.05,0.5,0.2
51,90,7,0.05,0.5,0.2
26,90,7,0.05,0.5,0.2
75,90,7,0.05,0.5,0.2
87,90,7,0.05,0.5,0.2
61,90,7,0.05,0.5,0.2
51,90,7,0.05,0.5,0.2
48,90,7,0.05,0.5,0.2
52,90,7,0.05,0.5,0.2
50,90,7,0.05,0.5,0.2
25,90,7,0.05,0.5,0.2
88,90,7,0.05,0.5,0.2
71,90,7,0.05,0.5,0.2
65,90,7,0.05,0.5,0.2
48,90,7,0.05,0.5,0.2
51,90,7,0.05,0.5,0.2
52,90,7,0.05,0.5,0.2
47,90,7,0.05,0.5,0.2
26,90,7,0.05,0.5,0.2
84,90,7,0.05,0.5,0.2
78,90,7,0.05,0.5,0.2
63,90,7,0.05,0.5,0.2
46,90,7,0.05,0.5,0.2
50,90,7,0.05,0.5,0.2
49,90,7,0.05,0.5,0.2
52,90,7,0.05,0.5,0.2
