FPS, Characters, Tasselation, Blade Width, Blade Heigth, Wind Strength
45,100,7,0.05,0.5,0.2
53,100,7,0.05,0.5,0.2
90,100,7,0.05,0.5,0.2
86,100,7,0.05,0.5,0.2
23,100,7,0.05,0.5,0.2
40,100,7,0.05,0.5,0.2
42,100,7,0.05,0.5,0.2
90,100,7,0.05,0.5,0.2
73,100,7,0.05,0.5,0.2
53,100,7,0.05,0.5,0.2
42,100,7,0.05,0.5,0.2
45,100,7,0.05,0.5,0.2
45,100,7,0.05,0.5,0.2
42,100,7,0.05,0.5,0.2
24,100,7,0.05,0.5,0.2
71,100,7,0.05,0.5,0.2
63,100,7,0.05,0.5,0.2
58,100,7,0.05,0.5,0.2
45,100,7,0.05,0.5,0.2
43,100,7,0.05,0.5,0.2
47,100,7,0.05,0.5,0.2
22,100,7,0.05,0.5,0.2
78,100,7,0.05,0.5,0.2
69,100,7,0.05,0.5,0.2
54,100,7,0.05,0.5,0.2
44,100,7,0.05,0.5,0.2
45,100,7,0.05,0.5,0.2
44,100,7,0.05,0.5,0.2
24,100,7,0.05,0.5,0.2
63,100,7,0.05,0.5,0.2
75,100,7,0.05,0.5,0.2
51,100,7,0.05,0.5,0.2
46,100,7,0.05,0.5,0.2
45,100,7,0.05,0.5,0.2
43,100,7,0.05,0.5,0.2
24,100,7,0.05,0.5,0.2
73,100,7,0.05,0.5,0.2
66,100,7,0.05,0.5,0.2
55,100,7,0.05,0.5,0.2
45,100,7,0.05,0.5,0.2
43,100,7,0.05,0.5,0.2
46,100,7,0.05,0.5,0.2
22,100,7,0.05,0.5,0.2
77,100,7,0.05,0.5,0.2
68,100,7,0.05,0.5,0.2
55,100,7,0.05,0.5,0.2
43,100,7,0.05,0.5,0.2
46,100,7,0.05,0.5,0.2
44,100,7,0.05,0.5,0.2
23,100,7,0.05,0.5,0.2
66,100,7,0.05,0.5,0.2
79,100,7,0.05,0.5,0.2
50,100,7,0.05,0.5,0.2
47,100,7,0.05,0.5,0.2
44,100,7,0.05,0.5,0.2
43,100,7,0.05,0.5,0.2
23,100,7,0.05,0.5,0.2
39,100,7,0.05,0.5,0.2
113,100,7,0.05,0.5,0.2
74,100,7,0.05,0.5,0.2
45,100,7,0.05,0.5,0.2
43,100,7,0.05,0.5,0.2
47,100,7,0.05,0.5,0.2
23,100,7,0.05,0.5,0.2
73,100,7,0.05,0.5,0.2
70,100,7,0.05,0.5,0.2
54,100,7,0.05,0.5,0.2
43,100,7,0.05,0.5,0.2
45,100,7,0.05,0.5,0.2
45,100,7,0.05,0.5,0.2
23,100,7,0.05,0.5,0.2
67,100,7,0.05,0.5,0.2
75,100,7,0.05,0.5,0.2
51,100,7,0.05,0.5,0.2
46,100,7,0.05,0.5,0.2
45,100,7,0.05,0.5,0.2
44,100,7,0.05,0.5,0.2
23,100,7,0.05,0.5,0.2
72,100,7,0.05,0.5,0.2
65,100,7,0.05,0.5,0.2
58,100,7,0.05,0.5,0.2
45,100,7,0.05,0.5,0.2
42,100,7,0.05,0.5,0.2
46,100,7,0.05,0.5,0.2
19,100,7,0.05,0.5,0.2
70,100,7,0.05,0.5,0.2
94,100,7,0.05,0.5,0.2
80,100,7,0.05,0.5,0.2
42,100,7,0.05,0.5,0.2
48,100,7,0.05,0.5,0.2
44,100,7,0.05,0.5,0.2
15,100,7,0.05,0.5,0.2
86,100,7,0.05,0.5,0.2
109,100,7,0.05,0.5,0.2
90,100,7,0.05,0.5,0.2
41,100,7,0.05,0.5,0.2
47,100,7,0.05,0.5,0.2
45,100,7,0.05,0.5,0.2
23,100,7,0.05,0.5,0.2
65,100,7,0.05,0.5,0.2
74,100,7,0.05,0.5,0.2
49,100,7,0.05,0.5,0.2
48,100,7,0.05,0.5,0.2
46,100,7,0.05,0.5,0.2
40,100,7,0.05,0.5,0.2
19,100,7,0.05,0.5,0.2
76,100,7,0.05,0.5,0.2
101,100,7,0.05,0.5,0.2
74,100,7,0.05,0.5,0.2
44,100,7,0.05,0.5,0.2
43,100,7,0.05,0.5,0.2
46,100,7,0.05,0.5,0.2
23,100,7,0.05,0.5,0.2
69,100,7,0.05,0.5,0.2
73,100,7,0.05,0.5,0.2
53,100,7,0.05,0.5,0.2
43,100,7,0.05,0.5,0.2
47,100,7,0.05,0.5,0.2
43,100,7,0.05,0.5,0.2
24,100,7,0.05,0.5,0.2
64,100,7,0.05,0.5,0.2
72,100,7,0.05,0.5,0.2
52,100,7,0.05,0.5,0.2
46,100,7,0.05,0.5,0.2
37,100,7,0.05,0.5,0.2
44,100,7,0.05,0.5,0.2
26,100,7,0.05,0.5,0.2
72,100,7,0.05,0.5,0.2
61,100,7,0.05,0.5,0.2
60,100,7,0.05,0.5,0.2
45,100,7,0.05,0.5,0.2
43,100,7,0.05,0.5,0.2
45,100,7,0.05,0.5,0.2
23,100,7,0.05,0.5,0.2
67,100,7,0.05,0.5,0.2
70,100,7,0.05,0.5,0.2
53,100,7,0.05,0.5,0.2
45,100,7,0.05,0.5,0.2
45,100,7,0.05,0.5,0.2
43,100,7,0.05,0.5,0.2
23,100,7,0.05,0.5,0.2
67,100,7,0.05,0.5,0.2
73,100,7,0.05,0.5,0.2
50,100,7,0.05,0.5,0.2
46,100,7,0.05,0.5,0.2
44,100,7,0.05,0.5,0.2
43,100,7,0.05,0.5,0.2
23,100,7,0.05,0.5,0.2
40,100,7,0.05,0.5,0.2
114,100,7,0.05,0.5,0.2
72,100,7,0.05,0.5,0.2
45,100,7,0.05,0.5,0.2
43,100,7,0.05,0.5,0.2
45,100,7,0.05,0.5,0.2
23,100,7,0.05,0.5,0.2
76,100,7,0.05,0.5,0.2
71,100,7,0.05,0.5,0.2
54,100,7,0.05,0.5,0.2
43,100,7,0.05,0.5,0.2
46,100,7,0.05,0.5,0.2
44,100,7,0.05,0.5,0.2
23,100,7,0.05,0.5,0.2
68,100,7,0.05,0.5,0.2
74,100,7,0.05,0.5,0.2
52,100,7,0.05,0.5,0.2
47,100,7,0.05,0.5,0.2
44,100,7,0.05,0.5,0.2
44,100,7,0.05,0.5,0.2
24,100,7,0.05,0.5,0.2
70,100,7,0.05,0.5,0.2
64,100,7,0.05,0.5,0.2
57,100,7,0.05,0.5,0.2
44,100,7,0.05,0.5,0.2
42,100,7,0.05,0.5,0.2
46,100,7,0.05,0.5,0.2
22,100,7,0.05,0.5,0.2
77,100,7,0.05,0.5,0.2
67,100,7,0.05,0.5,0.2
56,100,7,0.05,0.5,0.2
45,100,7,0.05,0.5,0.2
44,100,7,0.05,0.5,0.2
37,100,7,0.05,0.5,0.2
26,100,7,0.05,0.5,0.2
68,100,7,0.05,0.5,0.2
70,100,7,0.05,0.5,0.2
54,100,7,0.05,0.5,0.2
46,100,7,0.05,0.5,0.2
45,100,7,0.05,0.5,0.2
42,100,7,0.05,0.5,0.2
24,100,7,0.05,0.5,0.2
68,100,7,0.05,0.5,0.2
67,100,7,0.05,0.5,0.2
55,100,7,0.05,0.5,0.2
38,100,7,0.05,0.5,0.2
52,100,7,0.05,0.5,0.2
45,100,7,0.05,0.5,0.2
23,100,7,0.05,0.5,0.2
78,100,7,0.05,0.5,0.2
68,100,7,0.05,0.5,0.2
58,100,7,0.05,0.5,0.2
43,100,7,0.05,0.5,0.2
45,100,7,0.05,0.5,0.2
45,100,7,0.05,0.5,0.2
23,100,7,0.05,0.5,0.2
66,100,7,0.05,0.5,0.2
75,100,7,0.05,0.5,0.2
52,100,7,0.05,0.5,0.2
46,100,7,0.05,0.5,0.2
44,100,7,0.05,0.5,0.2
44,100,7,0.05,0.5,0.2
23,100,7,0.05,0.5,0.2
71,100,7,0.05,0.5,0.2
55,100,7,0.05,0.5,0.2
68,100,7,0.05,0.5,0.2
45,100,7,0.05,0.5,0.2
43,100,7,0.05,0.5,0.2
44,100,7,0.05,0.5,0.2
22,100,7,0.05,0.5,0.2
81,100,7,0.05,0.5,0.2
67,100,7,0.05,0.5,0.2
55,100,7,0.05,0.5,0.2
44,100,7,0.05,0.5,0.2
46,100,7,0.05,0.5,0.2
44,100,7,0.05,0.5,0.2
23,100,7,0.05,0.5,0.2
